foxf1_ko_10hpf_rnaseq_june_6	foxf_ko_10hpf_rnaseq_may_31	lacz1_ko_10hpf_rnaseq_may_31	lacz2_ko_10hpf_rnaseq_june_6	ngn2_ko_10hpf_rnaseq_june_6	ngn2_ko_10hpf_rnaseq_may_31
KH2013:KH.S433.3	1	0	1	0	2	4
KH2013:KH.S435.1	2	1	0	0	2	2
KH2013:KH.S435.10	0	0	0	0	0	0
KH2013:KH.S435.11	0	11	0	5	11	15
KH2013:KH.S435.2	0	0	3	0	0	0
KH2013:KH.S435.3	38	92	45	21	40	155
KH2013:KH.S435.4	10	18	1	9	8	21
KH2013:KH.S435.5	14	44	22	15	19	51
KH2013:KH.S435.7	0	4	2	1	1	0
KH2013:KH.S435.8	149	344	237	117	148	619
KH2013:KH.S437.1	34	153	71	22	32	268
KH2013:KH.S437.10	1	3	1	3	6	4
KH2013:KH.S437.11	27	83	61	30	22	186
KH2013:KH.S437.12	20	53	33	21	32	73
KH2013:KH.S437.13	10	16	13	5	6	22
KH2013:KH.S437.2	9	28	20	8	15	42
KH2013:KH.S437.3	293	815	377	264	284	1121
KH2013:KH.S437.4	981	2746	1264	889	1095	3897
KH2013:KH.S437.5	274	596	306	202	242	934
KH2013:KH.S437.6	326	1316	391	378	638	1533
KH2013:KH.S437.7	80	229	113	45	86	286
KH2013:KH.S437.8	2	2	0	0	1	1
KH2013:KH.S437.9	138	301	151	84	150	484
KH2013:KH.S447.1	0	0	0	0	0	0
KH2013:KH.S447.2	7359	17998	10449	4524	6179	27781
KH2013:KH.S447.3	0	0	0	0	0	0
KH2013:KH.S455.1	41	68	45	12	30	120
KH2013:KH.S455.2	16	19	12	7	9	34
KH2013:KH.S455.3	1491	3617	1825	929	1383	4876
KH2013:KH.S455.4	148	815	328	97	122	1065
KH2013:KH.S455.5	6	30	4	2	14	26
KH2013:KH.S455.6	158	488	208	133	158	663
KH2013:KH.S455.7	13	37	9	12	14	35
KH2013:KH.S455.8	61	105	65	24	41	156
KH2013:KH.S460.1	28	59	34	29	27	101
KH2013:KH.S460.2	80	292	138	90	109	465
KH2013:KH.S460.3	7	32	10	9	26	50
KH2013:KH.S460.4	36	98	54	30	44	178
KH2013:KH.S460.5	3461	6642	3530	1984	2771	10032
KH2013:KH.S460.6	2413	4643	2462	1468	2005	7036
KH2013:KH.S460.7	111	251	138	99	114	429
KH2013:KH.S460.8	468	1137	632	249	365	1821
KH2013:KH.S461.1	1	5	4	5	6	10
KH2013:KH.S461.2	2	1	4	0	1	2
KH2013:KH.S461.3	3	16	10	0	6	21
KH2013:KH.S461.4	19	182	84	3	7	245
KH2013:KH.S461.5	4	9	16	23	11	24
KH2013:KH.S461.6	1	16	6	3	14	42
KH2013:KH.S461.7	0	4	5	0	1	7
KH2013:KH.S461.8	3	2	0	0	1	8
KH2013:KH.S473.1	6	12	6	9	11	28
KH2013:KH.S483.1	5	44	8	9	28	46
KH2013:KH.S483.2	4891	9291	4519	2897	3480	11183
KH2013:KH.S483.3	34	131	50	38	44	196
KH2013:KH.S483.4	1	8	1	0	0	3
KH2013:KH.S484.1	49	156	65	29	29	187
KH2013:KH.S484.2	0	0	0	0	0	0
KH2013:KH.S484.3	174	466	250	107	156	602
KH2013:KH.S484.4	0	6	0	0	1	3
KH2013:KH.S489.1	91	279	118	99	147	449
KH2013:KH.S489.2	39	97	60	37	51	154
KH2013:KH.S489.3	56	144	89	51	50	184
KH2013:KH.S489.4	0	10	1	0	0	21
KH2013:KH.S489.5	3	6	3	1	1	16
KH2013:KH.S489.6	17	32	17	18	15	57
KH2013:KH.S489.7	2	22	5	1	8	23
KH2013:KH.S494.1	23	38	26	19	20	103
KH2013:KH.S494.2	140	376	206	132	155	548
KH2013:KH.S494.3	1	7	0	1	2	0
KH2013:KH.S494.4	320	652	351	235	336	949
KH2013:KH.S494.5	200	424	232	137	193	606
KH2013:KH.S494.6	0	0	0	0	0	0
KH2013:KH.S494.7	2	5	3	1	3	6
KH2013:KH.S494.8	115	207	120	68	113	481
KH2013:KH.S496.1	0	0	0	0	1	1
KH2013:KH.S496.2	1	0	0	0	1	1
KH2013:KH.S496.3	0	0	0	0	0	0
KH2013:KH.S497.1	10	71	28	23	16	73
KH2013:KH.S497.10	0	1	0	1	0	3
KH2013:KH.S497.2	5	11	3	5	1	13
KH2013:KH.S497.3	124	237	135	103	104	392
KH2013:KH.S497.5	0	0	0	0	0	0
KH2013:KH.S497.6	35	83	38	20	28	117
KH2013:KH.S497.7	0	0	2	1	3	2
KH2013:KH.S497.8	12	18	9	7	6	48
KH2013:KH.S497.9	279	668	409	261	404	1148
KH2013:KH.S498.1	1327	3167	2304	1459	1729	6303
KH2013:KH.S498.2	13	18	8	5	6	31
KH2013:KH.S511.1	69	294	81	88	163	331
KH2013:KH.S511.2	47	105	62	60	53	175
KH2013:KH.S511.3	701	1741	631	337	492	1928
KH2013:KH.S514.1	1	4	5	5	1	15
KH2013:KH.S514.2	225	591	301	144	190	882
KH2013:KH.S514.3	77	219	118	65	95	277
KH2013:KH.S514.4	45	91	33	15	17	106
KH2013:KH.S514.5	51	95	55	29	34	145
KH2013:KH.S514.6	17	6	4	2	5	0
KH2013:KH.S514.7	40	102	59	31	34	128
KH2013:KH.S514.8	10	26	13	6	2	42
KH2013:KH.S516.1	5	11	6	3	7	20
KH2013:KH.S516.2	23	67	28	12	28	91
KH2013:KH.S516.3	96	294	170	99	108	455
KH2013:KH.S516.4	19	22	13	12	10	50
KH2013:KH.S516.5	15	25	11	12	14	38
KH2013:KH.S521.1	185	463	250	141	145	670
KH2013:KH.S521.10	44	113	49	24	29	173
KH2013:KH.S521.11	30	113	40	32	69	152
KH2013:KH.S521.2	248	713	346	218	247	999
KH2013:KH.S521.3	71	187	111	58	60	354
KH2013:KH.S521.4	656	1821	953	541	730	2621
KH2013:KH.S521.5	172	698	271	227	366	818
KH2013:KH.S521.6	372	806	406	224	301	1182
KH2013:KH.S521.7	187	529	285	128	194	803
KH2013:KH.S521.8	175	388	173	108	138	557
KH2013:KH.S521.9	83	220	122	56	79	359
KH2013:KH.S522.1	42	50	25	34	27	108
KH2013:KH.S522.2	21	33	17	22	28	57
KH2013:KH.S522.3	38	44	47	23	46	101
KH2013:KH.S522.4	6	4	6	2	5	23
KH2013:KH.S522.5	263	401	191	163	210	657
KH2013:KH.S522.6	361	799	429	332	363	1239
KH2013:KH.S522.7	34	149	36	29	16	116
KH2013:KH.S522.8	394	858	418	258	278	1226
KH2013:KH.S529.1	0	4	0	0	0	3
KH2013:KH.S529.2	0	0	4	1	2	21
KH2013:KH.S529.3	40	82	44	17	33	130
KH2013:KH.S529.4	4	8	4	3	5	33
KH2013:KH.S529.5	11	30	22	18	16	88
KH2013:KH.S529.6	3	13	10	4	1	9
KH2013:KH.S534.1	57	144	62	49	72	165
KH2013:KH.S534.10	295	879	399	271	265	1209
KH2013:KH.S534.2	85	218	78	54	33	302
KH2013:KH.S534.3	77	171	136	82	71	274
KH2013:KH.S534.4	97	254	105	51	66	237
KH2013:KH.S534.5	1	3	1	0	3	5
KH2013:KH.S534.6	12	48	17	12	14	56
KH2013:KH.S534.7	78	171	67	47	66	235
KH2013:KH.S534.8	163	340	175	127	113	452
KH2013:KH.S534.9	186	345	166	145	199	628
KH2013:KH.S544.1	399	904	501	303	376	1518
KH2013:KH.S544.2	310	876	478	267	277	1329
KH2013:KH.S544.3	11	53	27	22	23	99
KH2013:KH.S544.4	30	69	45	20	25	105
KH2013:KH.S545.2	35	103	61	23	35	166
KH2013:KH.S545.3	295	711	308	292	367	913
KH2013:KH.S545.4	3	12	7	3	4	14
KH2013:KH.S545.5	61	104	53	54	92	171
KH2013:KH.S545.6	59	105	68	39	55	175
KH2013:KH.S545.7	9350	20533	10507	6945	8608	27869
KH2013:KH.S545.8	37	162	64	45	49	222
KH2013:KH.S545.9	5982	12850	6482	4374	5644	17259
KH2013:KH.S546.1	153	390	208	129	190	484
KH2013:KH.S546.10	145	316	145	104	158	485
KH2013:KH.S546.2	134	375	219	78	148	587
KH2013:KH.S546.3	2498	7298	2977	2408	3542	9124
KH2013:KH.S546.4	1	0	0	0	1	1
KH2013:KH.S546.5	5	16	5	4	5	12
KH2013:KH.S546.6	41	150	80	33	63	134
KH2013:KH.S546.7	124	386	154	120	133	463
KH2013:KH.S546.8	0	9	2	2	2	13
KH2013:KH.S546.9	0	3	6	0	1	5
KH2013:KH.S551.2	12	43	27	13	9	83
KH2013:KH.S551.4	5	18	4	2	4	5
KH2013:KH.S553.1	541	1556	873	487	648	2475
KH2013:KH.S553.2	1	5	0	0	5	2
KH2013:KH.S553.3	0	1	0	4	0	2
KH2013:KH.S553.4	501	1376	685	385	397	1674
KH2013:KH.S553.5	90	159	68	64	50	229
KH2013:KH.S555.1	958	1637	1649	1249	1299	4394
KH2013:KH.S555.2	225	475	212	111	204	700
KH2013:KH.S555.3	38	103	52	21	37	167
KH2013:KH.S555.4	14	52	24	19	15	64
KH2013:KH.S555.5	504	1286	703	396	461	2033
KH2013:KH.S555.6	199	646	309	140	200	791
KH2013:KH.S555.7	252	532	281	173	186	764
KH2013:KH.S562.1	170	467	231	131	172	839
KH2013:KH.S562.2	179	414	173	153	192	512
KH2013:KH.S562.3	3	6	6	7	3	26
KH2013:KH.S562.4	1	0	3	0	2	3
KH2013:KH.S562.5	2	7	4	3	2	7
KH2013:KH.S562.6	338	735	478	204	289	1095
KH2013:KH.S562.7	505	1344	709	394	557	2093
KH2013:KH.S562.8	226	574	300	186	227	882
KH2013:KH.S563.1	68	138	82	43	58	253
KH2013:KH.S563.2	165	361	166	92	107	504
KH2013:KH.S563.3	5	1	0	3	5	5
KH2013:KH.S563.4	0	9	0	0	4	4
KH2013:KH.S566.1	0	1	0	0	0	1
KH2013:KH.S566.2	12	18	6	5	6	22
KH2013:KH.S567.1	0	1	0	1	6	5
KH2013:KH.S567.2	0	0	0	0	0	0
KH2013:KH.S567.3	0	0	0	0	0	2
KH2013:KH.S567.4	1	4	0	0	1	1
KH2013:KH.S567.5	0	1	0	0	0	0
KH2013:KH.S567.6	0	0	1	0	0	0
KH2013:KH.S568.1	29	48	22	20	36	98
KH2013:KH.S568.2	283	903	469	185	175	1511
KH2013:KH.S573.1	0	0	5	1	2	1
KH2013:KH.S573.2	1	21	6	5	10	25
KH2013:KH.S573.3	7	3	10	3	8	27
KH2013:KH.S573.4	3	5	1	2	1	7
KH2013:KH.S573.5	0	0	0	0	1	2
KH2013:KH.S573.6	2	5	6	4	9	9
KH2013:KH.S573.7	8	21	23	8	4	25
KH2013:KH.S573.8	8	13	19	4	7	40
KH2013:KH.S575.1	10	30	12	8	8	30
KH2013:KH.S575.2	0	0	1	0	0	1
KH2013:KH.S583.1	15	76	33	17	45	102
KH2013:KH.S583.2	21	40	8	13	10	34
KH2013:KH.S583.3	0	0	0	0	1	2
KH2013:KH.S583.5	1	5	1	0	0	16
KH2013:KH.S583.6	84	222	129	75	85	433
KH2013:KH.S584.1	39	74	34	25	26	93
KH2013:KH.S584.2	424	944	450	277	457	1338
KH2013:KH.S584.3	2026	2665	1353	1318	1500	4098
KH2013:KH.S584.4	2135	2685	1347	1227	1499	4167
KH2013:KH.S584.5	100	226	144	71	108	339
KH2013:KH.S584.6	17	15	5	7	7	22
KH2013:KH.S584.7	2	1	0	2	2	13
KH2013:KH.S584.8	80	106	40	55	57	132
KH2013:KH.S588.1	9	4	1	1	0	5
KH2013:KH.S588.2	7	18	3	0	1	2
KH2013:KH.S588.3	0	0	1	4	0	5
KH2013:KH.S588.4	0	16	7	0	1	20
KH2013:KH.S588.6	6	14	1	2	0	31
KH2013:KH.S589.1	1	5	2	14	4	6
KH2013:KH.S589.2	298	650	338	210	255	901
KH2013:KH.S589.3	1	20	2	10	2	9
KH2013:KH.S589.4	836	2198	1094	424	746	3355
KH2013:KH.S590.1	162	398	234	138	189	662
KH2013:KH.S590.2	211	477	238	146	189	712
KH2013:KH.S590.3	40	80	48	16	41	130
KH2013:KH.S590.4	105	304	158	83	140	481
KH2013:KH.S590.5	387	1011	409	247	352	1343
KH2013:KH.S590.6	46	120	75	51	65	202
KH2013:KH.S590.7	283	677	375	253	289	1002
KH2013:KH.S590.8	66	245	134	88	98	405
KH2013:KH.S594.1	6	12	5	7	4	23
KH2013:KH.S594.2	44	196	41	47	54	165
KH2013:KH.S594.3	4	10	3	3	5	11
KH2013:KH.S594.4	23	135	43	28	39	125
KH2013:KH.S594.5	3	42	20	8	12	31
KH2013:KH.S595.1	265	601	295	195	254	897
KH2013:KH.S595.10	46	103	75	49	48	140
KH2013:KH.S595.11	933	2137	1034	665	900	3239
KH2013:KH.S595.12	12	34	16	8	9	48
KH2013:KH.S595.13	89	214	102	74	96	340
KH2013:KH.S595.14	431	1122	504	317	488	1557
KH2013:KH.S595.15	14	15	15	9	15	22
KH2013:KH.S595.16	50	119	55	36	42	161
KH2013:KH.S595.17	6	11	5	6	16	44
KH2013:KH.S595.3	184	574	232	135	178	813
KH2013:KH.S595.4	75	238	70	56	73	303
KH2013:KH.S595.5	61	185	110	38	59	277
KH2013:KH.S595.6	553	1222	505	347	468	1741
KH2013:KH.S595.7	59	136	56	33	45	181
KH2013:KH.S595.8	304	673	329	266	397	898
KH2013:KH.S595.9	10	23	6	20	18	60
KH2013:KH.S597.1	393	1138	497	382	439	1612
KH2013:KH.S597.2	60	123	73	45	70	170
KH2013:KH.S597.3	282	926	406	307	391	1270
KH2013:KH.S597.4	133	404	172	130	145	508
KH2013:KH.S597.5	65	159	70	41	45	211
KH2013:KH.S598.1	306	667	419	239	281	1084
KH2013:KH.S598.2	109	449	259	149	155	559
KH2013:KH.S598.3	137	214	167	73	114	451
KH2013:KH.S598.4	2	1	2	1	0	1
KH2013:KH.S598.5	122	437	236	111	108	635
KH2013:KH.S598.6	0	3	1	1	2	6
KH2013:KH.S599.1	5	6	11	3	8	8
KH2013:KH.S599.2	2	19	23	11	20	27
KH2013:KH.S600.1	31	72	52	25	26	98
KH2013:KH.S602.2	0	0	0	1	0	4
KH2013:KH.S602.3	22	60	24	21	23	61
KH2013:KH.S602.4	38	138	59	22	49	179
KH2013:KH.S602.5	2	4	0	0	0	10
KH2013:KH.S605.1	39	86	44	22	22	145
KH2013:KH.S605.2	4	16	4	3	3	11
KH2013:KH.S605.3	0	2	2	0	0	3
KH2013:KH.S605.4	331	713	333	214	307	934
KH2013:KH.S605.5	109	332	181	94	104	477
KH2013:KH.S605.6	11	24	23	8	12	34
KH2013:KH.S606.1	0	1	0	0	0	1
KH2013:KH.S606.2	1668	3759	1857	914	1320	5542
KH2013:KH.S606.3	0	0	0	0	0	3
KH2013:KH.S606.4	261	571	299	138	182	826
KH2013:KH.S609.1	0	0	4	1	0	9
KH2013:KH.S609.2	0	0	0	0	0	0
KH2013:KH.S609.3	1	3	0	1	0	11
KH2013:KH.S609.4	0	4	3	1	1	11
KH2013:KH.S610.1	10	36	19	4	22	48
KH2013:KH.S610.2	126	226	131	96	118	267
KH2013:KH.S610.3	0	2	0	1	0	7
KH2013:KH.S610.4	7	26	13	13	14	39
KH2013:KH.S610.5	749	1878	1064	390	584	3214
KH2013:KH.S610.6	241	619	304	206	224	979
KH2013:KH.S612.1	0	11	2	3	3	14
KH2013:KH.S612.2	3	4	1	3	3	15
KH2013:KH.S612.3	168	511	296	135	221	734
KH2013:KH.S612.4	796	2313	1107	617	723	3200
KH2013:KH.S612.5	16	29	19	22	12	57
KH2013:KH.S615.2	2	5	2	1	2	14
KH2013:KH.S615.3	1	2	2	1	1	2
KH2013:KH.S615.4	13	25	13	4	8	46
KH2013:KH.S615.5	46	122	55	35	47	183
KH2013:KH.S615.6	8	8	8	1	2	19
KH2013:KH.S615.7	3	0	1	0	0	0
KH2013:KH.S615.8	43	140	77	36	47	188
KH2013:KH.S617.1	13	24	9	10	15	46
KH2013:KH.S617.2	16	5	2	13	15	5
KH2013:KH.S617.3	3	15	5	4	2	17
KH2013:KH.S617.4	5	23	5	3	6	36
KH2013:KH.S617.5	1	2	1	0	0	2
KH2013:KH.S617.6	16	3	4	7	7	5
KH2013:KH.S617.7	6	3	4	3	5	13
KH2013:KH.S618.1	3	17	4	2	3	19
KH2013:KH.S618.2	65	163	65	49	53	266
KH2013:KH.S618.3	98	211	126	76	91	423
KH2013:KH.S618.4	34	81	61	28	50	165
KH2013:KH.S618.5	1633	4950	2506	943	1400	7810
KH2013:KH.S618.6	1	0	0	0	1	1
KH2013:KH.S621.1	552	1505	901	475	572	2210
KH2013:KH.S621.2	99	313	157	77	101	378
KH2013:KH.S621.3	0	4	0	0	0	0
KH2013:KH.S621.4	29	186	49	55	77	211
KH2013:KH.S621.5	143	348	241	132	173	754
KH2013:KH.S621.6	8	8	4	2	9	4
KH2013:KH.S621.7	19	64	42	25	31	101
KH2013:KH.S621.8	856	1758	1064	593	791	2937
KH2013:KH.S630.1	449	1165	495	344	432	1505
KH2013:KH.S630.2	2	0	4	4	4	13
KH2013:KH.S638.1	41	139	71	37	41	222
KH2013:KH.S638.10	32	93	43	37	38	175
KH2013:KH.S638.2	139	387	167	110	142	592
KH2013:KH.S638.3	118	288	141	101	110	476
KH2013:KH.S638.4	4	16	10	3	2	9
KH2013:KH.S638.5	232	547	280	211	196	870
KH2013:KH.S638.6	18	90	28	26	26	99
KH2013:KH.S638.7	0	0	0	0	0	0
KH2013:KH.S638.8	1	0	3	1	1	2
KH2013:KH.S638.9	0	1	1	3	1	8
KH2013:KH.S640.1	2	38	29	7	4	57
KH2013:KH.S642.1	206	494	264	163	222	687
KH2013:KH.S642.2	96	242	133	77	91	334
KH2013:KH.S643.1	31	79	39	51	68	132
KH2013:KH.S643.2	39	68	38	27	32	87
KH2013:KH.S643.3	0	12	5	1	4	6
KH2013:KH.S643.4	593	1527	753	353	460	2204
KH2013:KH.S643.5	1	1	1	0	0	6
KH2013:KH.S643.6	882	2140	1096	512	669	3218
KH2013:KH.S651.1	141	387	164	144	212	468
KH2013:KH.S651.2	8	34	13	17	12	33
KH2013:KH.S651.3	122	449	239	172	269	583
KH2013:KH.S653.1	2	0	0	2	0	1
KH2013:KH.S653.2	161	438	239	150	171	593
KH2013:KH.S653.3	18	42	19	4	11	79
KH2013:KH.S653.4	10	65	19	16	12	40
KH2013:KH.S654.1	7	10	8	3	3	22
KH2013:KH.S654.2	12	15	14	5	9	47
KH2013:KH.S654.3	20	48	25	9	15	67
KH2013:KH.S654.4	459	1017	463	307	457	1361
KH2013:KH.S654.5	622	1528	783	498	554	2167
KH2013:KH.S655.1	3	6	0	0	1	9
KH2013:KH.S655.2	3517	7169	3371	2929	2628	10853
KH2013:KH.S655.3	0	5	0	0	2	7
KH2013:KH.S655.4	1	0	0	1	0	1
KH2013:KH.S657.1	975	2154	1139	614	892	3357
KH2013:KH.S657.2	123	218	88	90	95	407
KH2013:KH.S657.3	379	744	356	259	333	923
KH2013:KH.S657.4	9	23	22	8	4	58
KH2013:KH.S659.1	56	143	72	31	45	222
KH2013:KH.S659.2	174	414	245	132	136	659
KH2013:KH.S659.3	33	149	84	36	39	186
KH2013:KH.S659.4	0	0	0	0	0	1
KH2013:KH.S663.1	512	1071	526	356	503	1617
KH2013:KH.S663.2	52	150	73	64	72	238
KH2013:KH.S663.3	309	590	331	252	362	900
KH2013:KH.S663.4	63	110	82	56	58	310
KH2013:KH.S665.1	348	1033	533	285	416	1533
KH2013:KH.S665.2	304	808	381	147	243	1097
KH2013:KH.S665.3	166	495	211	122	202	726
KH2013:KH.S665.4	1	1	5	2	1	5
KH2013:KH.S665.5	57	97	44	38	28	155
KH2013:KH.S665.6	107	251	148	98	108	354
KH2013:KH.S674.1	367	810	440	234	298	1270
KH2013:KH.S675.1	69	224	112	32	82	367
KH2013:KH.S675.2	46	110	75	35	32	179
KH2013:KH.S675.3	169	614	261	161	224	740
KH2013:KH.S675.4	298	748	411	211	294	1188
KH2013:KH.S675.5	68	275	90	54	87	293
KH2013:KH.S675.6	8	40	6	7	11	55
KH2013:KH.S675.7	19	15	19	17	14	38
KH2013:KH.S675.8	60	218	91	76	78	289
KH2013:KH.S676.1	0	3	2	0	2	12
KH2013:KH.S678.1	177	362	191	158	187	625
KH2013:KH.S678.2	0	0	0	0	0	3
KH2013:KH.S678.3	2	0	2	0	1	4
KH2013:KH.S678.4	3	9	3	4	6	8
KH2013:KH.S679.1	1	0	3	0	1	13
KH2013:KH.S679.2	34	106	46	20	23	124
KH2013:KH.S679.3	110	448	214	95	132	681
KH2013:KH.S679.4	6	14	14	1	12	26
KH2013:KH.S679.5	15	66	39	20	19	112
KH2013:KH.S679.6	0	13	4	2	4	9
KH2013:KH.S681.1	2	3	2	1	2	6
KH2013:KH.S681.2	0	0	0	0	0	0
KH2013:KH.S681.3	2	6	7	1	4	16
KH2013:KH.S681.4	0	2	0	0	0	2
KH2013:KH.S681.5	0	0	1	0	0	0
KH2013:KH.S681.6	1	2	3	0	4	5
KH2013:KH.S681.7	1	4	3	2	3	5
KH2013:KH.S681.8	10	8	14	5	9	29
KH2013:KH.S683.1	13	31	32	8	6	99
KH2013:KH.S683.3	430	738	296	133	194	754
KH2013:KH.S688.1	495	1376	653	390	504	2016
KH2013:KH.S688.2	395	847	419	286	393	1252
KH2013:KH.S688.3	5	4	0	1	7	28
KH2013:KH.S688.4	200	334	213	135	194	627
KH2013:KH.S691.1	10	20	11	3	8	37
KH2013:KH.S691.2	15	25	16	4	3	41
KH2013:KH.S691.3	32	97	41	22	32	91
KH2013:KH.S691.4	329	829	453	207	288	1146
KH2013:KH.S692.1	20	44	27	6	8	40
KH2013:KH.S692.2	1	6	3	0	2	5
KH2013:KH.S692.3	13	40	27	13	12	86
KH2013:KH.S694.1	21	55	37	17	13	99
KH2013:KH.S694.2	17	92	46	36	31	150
KH2013:KH.S695.1	69	157	67	48	77	203
KH2013:KH.S695.2	24	94	45	10	22	114
KH2013:KH.S695.3	3	12	4	0	4	19
KH2013:KH.S695.4	2	5	4	2	2	10
KH2013:KH.S695.5	72	224	153	69	103	327
KH2013:KH.S695.6	27	131	68	20	25	163
KH2013:KH.S696.1	0	4	7	3	1	4
KH2013:KH.S696.2	0	0	0	0	0	0
KH2013:KH.S696.3	3	4	0	1	0	4
KH2013:KH.S696.4	1	17	19	11	5	13
KH2013:KH.S696.5	203	367	205	128	217	635
KH2013:KH.S696.6	54	162	79	41	56	248
KH2013:KH.S696.7	4	5	1	2	2	4
KH2013:KH.S696.8	51	102	85	42	36	167
KH2013:KH.S696.9	66	133	50	47	42	201
KH2013:KH.S698.1	3	17	2	6	2	1
KH2013:KH.S698.2	1	12	0	1	1	4
KH2013:KH.S698.3	155	408	155	107	158	597
KH2013:KH.S699.1	23	256	142	27	34	287
KH2013:KH.S699.2	4	15	1	6	11	22
KH2013:KH.S699.3	0	7	4	0	2	21
KH2013:KH.S702.1	350	942	418	260	375	1043
KH2013:KH.S702.2	23	54	40	17	19	88
KH2013:KH.S702.3	1069	2662	1196	823	1059	3809
KH2013:KH.S714.1	394	812	459	257	314	1152
KH2013:KH.S714.2	1	3	1	0	1	1
KH2013:KH.S714.3	49	117	81	47	50	229
KH2013:KH.S714.4	778	2050	1082	542	709	2730
KH2013:KH.S714.5	8	5	3	2	4	4
KH2013:KH.S714.6	226	492	324	167	191	694
KH2013:KH.S725.1	357	952	449	266	359	1380
KH2013:KH.S725.2	43	107	45	31	33	176
KH2013:KH.S725.3	2	7	2	6	3	10
KH2013:KH.S725.4	7	3	5	2	7	17
KH2013:KH.S725.5	37	74	88	188	95	378
KH2013:KH.S728.1	0	0	0	0	0	0
KH2013:KH.S728.2	40	166	95	37	36	280
KH2013:KH.S728.3	1	16	23	1	0	16
KH2013:KH.S731.1	4	27	9	13	3	23
KH2013:KH.S731.2	1	7	5	2	4	22
KH2013:KH.S733.1	1	0	2	0	0	0
KH2013:KH.S733.2	0	1	0	0	0	0
KH2013:KH.S735.1	86	185	84	40	38	206
KH2013:KH.S735.2	553	1377	661	436	635	1753
KH2013:KH.S735.3	0	4	1	4	1	4
KH2013:KH.S735.4	10	53	15	17	6	68
KH2013:KH.S735.5	0	0	0	0	1	4
KH2013:KH.S735.6	5	2	1	1	0	1
KH2013:KH.S739.1	40	150	112	103	118	326
KH2013:KH.S739.3	69	230	141	78	78	301
KH2013:KH.S742.1	62	153	99	41	82	314
KH2013:KH.S742.2	599	1356	835	410	507	2062
KH2013:KH.S744.1	1	3	2	0	0	8
KH2013:KH.S744.2	13	42	32	12	13	39
KH2013:KH.S744.3	5	14	16	7	4	20
KH2013:KH.S746.1	5	21	10	2	5	47
KH2013:KH.S749.1	3	15	5	6	6	23
KH2013:KH.S753.1	3	7	27	3	3	27
KH2013:KH.S753.2	0	7	8	3	6	31
KH2013:KH.S753.3	26	58	31	14	13	93
KH2013:KH.S756.1	375	773	428	256	322	1192
KH2013:KH.S756.2	101	196	109	82	105	289
KH2013:KH.S761.1	521	1041	530	364	466	1558
KH2013:KH.S761.2	15	48	18	15	11	62
KH2013:KH.S761.3	35	60	14	26	42	160
KH2013:KH.S761.4	238	700	318	177	263	903
KH2013:KH.S761.5	73	163	75	53	46	225
KH2013:KH.S761.6	64	168	90	61	95	241
KH2013:KH.S761.7	80	194	97	73	106	314
KH2013:KH.S761.8	417	1217	604	379	459	1616
KH2013:KH.S761.9	126	267	130	75	116	371
KH2013:KH.S762.1	1	3	7	0	0	16
KH2013:KH.S762.2	28	70	43	33	36	147
KH2013:KH.S762.3	28	80	38	22	18	123
KH2013:KH.S762.4	7	32	19	9	16	47
KH2013:KH.S762.5	187	387	192	132	151	633
KH2013:KH.S762.6	0	0	0	0	0	0
KH2013:KH.S765.1	93	150	107	59	78	203
KH2013:KH.S765.2	0	2	0	0	0	0
KH2013:KH.S765.3	1	7	2	8	4	8
KH2013:KH.S766.1	92	133	65	51	29	182
KH2013:KH.S768.1	32	63	25	12	23	54
KH2013:KH.S768.2	2	9	6	5	3	5
KH2013:KH.S768.3	0	4	5	1	2	9
KH2013:KH.S768.4	0	1	0	0	1	1
KH2013:KH.S768.5	32	43	19	18	13	60
KH2013:KH.S770.1	249	684	309	177	175	725
KH2013:KH.S770.2	20	54	29	15	21	148
KH2013:KH.S770.3	144	327	139	72	72	330
KH2013:KH.S770.4	4	14	6	3	2	24
KH2013:KH.S773.1	71	178	78	30	20	232
KH2013:KH.S774.1	1	1	2	0	0	5
KH2013:KH.S774.2	57	154	82	89	85	268
KH2013:KH.S775.1	4	3	1	3	2	10
KH2013:KH.S775.2	6	2	0	2	10	7
KH2013:KH.S775.3	0	0	0	0	0	0
KH2013:KH.S775.4	0	0	0	0	0	0
KH2013:KH.S775.5	0	0	0	0	0	0
KH2013:KH.S776.1	73	368	170	70	135	474
KH2013:KH.S776.2	33	125	60	39	54	154
KH2013:KH.S779.1	18	93	24	16	40	94
KH2013:KH.S779.2	5	12	8	3	2	10
KH2013:KH.S779.3	15	31	15	19	44	85
KH2013:KH.S779.4	100	315	117	76	67	340
KH2013:KH.S779.5	0	3	2	6	2	13
KH2013:KH.S779.6	309	650	327	164	266	866
KH2013:KH.S779.7	7	6	5	2	5	21
KH2013:KH.S781.1	25	64	45	8	32	60
KH2013:KH.S781.10	13	28	12	7	12	39
KH2013:KH.S781.11	453	1188	652	246	344	1966
KH2013:KH.S781.2	2	8	3	0	0	1
KH2013:KH.S781.3	3	5	1	3	5	27
KH2013:KH.S781.4	41	139	38	42	61	115
KH2013:KH.S781.5	612	1165	602	382	560	1897
KH2013:KH.S781.6	36	75	39	30	22	105
KH2013:KH.S781.7	0	1	0	0	0	1
KH2013:KH.S781.8	36	83	37	32	39	94
KH2013:KH.S781.9	148	457	203	69	114	713
KH2013:KH.S783.1	2	8	3	0	0	21
